p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
356 0 3.55548051359938 0.336 0.037 0 3 Cyp4f15
357 0 2.77425348139223 0.324 0.033 0 3 Cldn22
358 9.27011922453048e-308 2.52088418171354 0.484 0.09 1.45800435163415e-303 3 Ces1e
359 1.30743152106939e-306 3.3875846880956 0.977 0.846 2.05632829633793e-302 3 Bpifa1
360 3.32959352504374e-303 3.9701314967842 0.261 0.021 5.2367846961888e-299 3 Cacna1b
361 3.55494989245603e-292 2.62042290172061 0.341 0.043 5.59122519085484e-288 3 Tstd1
362 3.16622587112836e-288 2.12934941570897 0.653 0.182 4.97984005011069e-284 3 Gcnt1
363 1.46406688291635e-285 2.84527366391877 0.55 0.126 2.30268439345084e-281 3 B430010I23Rik
364 1.04650704914862e-282 2.30136110060531 0.435 0.076 1.64594628690095e-278 3 Fcgbp
365 5.10782693492091e-280 3.10808623424925 0.387 0.06 8.0335902032436e-276 3 Tll1
366 7.45214342550238e-279 2.45995891344192 0.605 0.161 1.17207311796301e-274 3 Acsm1
367 2.90172722224847e-276 2.29620574108158 0.402 0.067 4.5638365751524e-272 3 C2cd4b
368 3.95878724343502e-273 2.32617907556466 0.45 0.085 6.2263805764746e-269 3 Lzts3
369 2.09742030166436e-270 2.31071299741929 0.641 0.182 3.2988226504577e-266 3 Tc2n
370 3.49003995971901e-262 2.12505174268401 0.559 0.137 5.48913484864606e-258 3 Cyp4a12b
371 4.83071060152002e-258 2.26745365261194 0.494 0.11 7.59774163407069e-254 3 Galnt5
372 2.21142491086242e-256 2.28079193855025 0.457 0.093 3.47812909980442e-252 3 Slc1a1
373 6.9561969989877e-249 2.34903946799931 0.413 0.078 1.09407066400079e-244 3 Atp2c2
374 4.06389519061827e-244 2.51821647032057 0.458 0.098 6.39169435580442e-240 3 Cap2
375 4.40295095942929e-243 2.8617027452142 0.41 0.08 6.92496126899038e-239 3 2010007H06Rik
376 1.09054719744027e-237 2.16993523661862 0.546 0.14 1.71521263213405e-233 3 Grid2
377 2.57692529800952e-232 2.72508642415748 0.291 0.039 4.05298810870937e-228 3 Atp6v1b1
378 2.06747860391918e-229 2.3795121187515 0.468 0.108 3.25173034824409e-225 3 1810010H24Rik
379 1.71568283319057e-228 2.59504591933086 0.338 0.055 2.69842596004213e-224 3 Cxcl5
380 1.69476235747609e-216 2.64948736380224 0.349 0.063 2.66552223583839e-212 3 Ern2
381 5.74374438995176e-211 2.14262323907751 0.47 0.118 9.03376117651613e-207 3 Igsf5
382 4.86995762576853e-204 2.67167682965207 0.498 0.135 7.65946935380875e-200 3 Gm15883
383 1.26465741266521e-201 2.79504686632604 0.307 0.051 1.98905317863984e-197 3 Capn13
384 2.31957559243211e-193 2.15170223950351 0.635 0.237 3.64822849177723e-189 3 Gna14
385 4.80307944537928e-185 2.62271977911037 0.28 0.046 7.55428335169253e-181 3 Kctd8
386 5.59548961118751e-183 2.40614415210521 0.286 0.048 8.80058606047572e-179 3 Sybu
387 1.07570637522146e-168 2.43507935312167 0.296 0.056 1.69187098694831e-164 3 Erbb4
388 1.43728445927698e-161 2.10360725443265 0.417 0.115 2.26056099755083e-157 3 Fmo6
389 3.26218540913804e-161 2.36444202129955 0.413 0.112 5.13076521149231e-157 3 Tbc1d30
390 1.30037216533584e-159 2.236771571672 0.258 0.044 2.04522534164021e-155 3 Slc13a2
391 4.47282076333043e-154 2.14607035418317 0.291 0.059 7.0348524965661e-150 3 Cxxc4
392 1.16682074964767e-150 2.33305724733591 0.294 0.062 1.83517567504586e-146 3 Nexmif
393 4.64968633100521e-142 2.15566285816859 0.276 0.058 7.31302666140499e-138 3 Prob1
394 3.94879936862116e-141 2.68886955899438 0.265 0.054 6.21067164696735e-137 3 Fstl4
395 6.65235120142174e-140 2.37967601842809 0.302 0.069 1.04628179695961e-135 3 Lyzl4
396 6.52023795731498e-139 2.41768529115281 0.268 0.056 1.0255030259265e-134 3 Slc10a5
397 6.35233236611649e-132 2.11591908195466 0.265 0.057 9.99094834542801e-128 3 Pcyt1b
398 1.20842540095887e-112 2.2155213558843 0.3 0.082 1.90061147062811e-108 3 Ankrd22
