p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
222 5.9924199908333e-210 2.17842005193567 0.663 0.186 9.42487816158262e-206 2 Lgi2
223 4.3462897829963e-208 2.32882022243934 0.662 0.179 6.83584457069659e-204 2 Pcdh7
224 1.41905455318808e-203 1.58003577219084 0.9 0.384 2.2318890012542e-199 2 Pdzd2
225 1.83516219670204e-203 2.44563828509355 0.387 0.055 2.88634310297296e-199 2 Cachd1
226 7.49485397852333e-202 1.8098453575619 0.816 0.356 1.17879063374215e-197 2 Cryl1
227 2.03175974918575e-200 2.19377447345339 0.475 0.09 3.19555173351934e-196 2 Duoxa1
228 1.44063393295548e-196 1.77373453233589 0.917 0.484 2.26582904975237e-192 2 Klf12
229 1.46176526599583e-192 2.86833847644963 0.416 0.072 2.29906441035824e-188 2 Atp6v0a4
230 3.90275527699411e-191 2.14974352914661 0.464 0.091 6.13825349965633e-187 2 Sptssb
231 2.33419755620153e-185 1.69234854231093 0.853 0.353 3.67122591639377e-181 2 Robo1
232 5.6881605464225e-185 1.99226179749169 0.708 0.242 8.94633890741331e-181 2 Adh1
233 1.70710657401027e-183 2.44406635004395 0.453 0.089 2.68493721960335e-179 2 Tenm2
234 3.23234283619425e-178 1.95557920661826 0.578 0.153 5.08382881276632e-174 2 Nin
235 1.23959019992369e-176 2.1087714566663 0.546 0.138 1.94962746643998e-172 2 Clca2
236 1.12343350769551e-174 2.05192570992451 0.382 0.064 1.76693622090349e-170 2 Vsig8
237 2.81239112348217e-168 2.0074915645307 0.543 0.142 4.42332875901276e-164 2 Fjx1
238 4.89351626793973e-168 2.85831418288516 0.274 0.031 7.69652238621561e-164 2 Jakmip1
239 6.64239512137404e-168 1.94374435167119 0.866 0.409 1.04471590468971e-163 2 Abi3bp
240 3.96504003034437e-165 2.31846602758935 0.416 0.081 6.23621495972563e-161 2 Bnc2
241 2.98888338328098e-162 2.0590681451306 0.498 0.123 4.70091578522432e-158 2 Nqo1
242 1.62247624013782e-161 1.96300095085736 0.692 0.266 2.55183063048876e-157 2 Flvcr1
243 2.12783824332235e-158 1.76529920051214 0.678 0.236 3.34666398909739e-154 2 Id3
244 4.27543727285553e-158 2.67466002737682 0.355 0.062 6.72440774274718e-154 2 Gm26776
245 3.84455774904107e-156 2.21139532201929 0.407 0.082 6.04672042769179e-152 2 Bmp4
246 7.09208118298861e-156 1.66602556974089 0.941 0.581 1.11544252846045e-151 2 Krt4
247 1.41830772327942e-153 1.57702664603831 0.813 0.376 2.23071438717387e-149 2 Cers6
248 1.37024496994867e-149 1.64353367062279 0.656 0.233 2.15512128873526e-145 2 Paqr5
249 7.83882107216774e-147 2.44500696846255 0.315 0.051 1.23288977823054e-142 2 Afap1l2
250 3.80154850593309e-145 1.61863671541762 0.585 0.175 5.97907549013157e-141 2 Vsnl1
251 1.39098203232595e-141 1.85250559310508 0.441 0.11 2.18773654044226e-137 2 Plcd1
252 1.02045797735542e-139 2.21300352568139 0.479 0.131 1.60497630678461e-135 2 Dkk3
253 3.72357249102196e-137 1.66227472742565 0.795 0.384 5.85643481387934e-133 2 Eya1
254 5.07641048621177e-137 1.86384235400725 0.483 0.13 7.98417841271387e-133 2 Ablim3
255 4.56386472506154e-136 1.70119282925968 0.653 0.244 7.1780464395768e-132 2 Slc8a1
256 6.33051964145304e-132 1.88328492923573 0.517 0.152 9.95664129207733e-128 2 Lama3
257 2.9888489927175e-131 1.74220618797662 0.491 0.14 4.70086169574608e-127 2 Mid2
